qc_section	project_id	project_code	metric	value
per_project	TCGA-KIRC	KIRC	missingness_proliferation_score	0
per_project	TCGA-KIRC	KIRC	missingness_immune_inflammatory_score	0
per_project	TCGA-KIRC	KIRC	missingness_interferon_gamma_score	0
per_project	TCGA-KIRC	KIRC	missingness_cytotoxic_t_cell_score	0
per_project	TCGA-KIRC	KIRC	missingness_stromal_score	0
per_project	TCGA-KIRC	KIRC	missingness_epithelial_score	0
per_project	TCGA-KIRC	KIRC	missingness_EMT_score	0
per_project	TCGA-KIRC	KIRC	missingness_hypoxia_score	0
per_project	TCGA-KIRC	KIRC	missingness_cell_cycle_score	0
per_project	TCGA-KIRC	KIRC	missingness_DNA_repair_score	0
per_project	TCGA-KIRC	KIRC	missingness_angiogenesis_score	0
per_project	TCGA-KIRC	KIRC	missingness_lineage_or_tissue_PC1	0
per_project	TCGA-KIRC	KIRC	missingness_lineage_or_tissue_PC2	0
per_project	TCGA-KIRP	KIRP	n_samples	281
per_project	TCGA-KIRP	KIRP	median_proliferation_score	-0.815163768571442
per_project	TCGA-KIRP	KIRP	median_immune_inflammatory_score	-0.26867207135644
per_project	TCGA-KIRP	KIRP	median_interferon_gamma_score	-0.371295173236876
per_project	TCGA-KIRP	KIRP	median_cytotoxic_t_cell_score	-0.24951900989451
per_project	TCGA-KIRP	KIRP	median_stromal_score	-0.473482034675704
per_project	TCGA-KIRP	KIRP	median_epithelial_score	-0.25931857413694
per_project	TCGA-KIRP	KIRP	median_EMT_score	-0.363977153130216
